"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","CanopyHeight_d37","CanopyHeight_d50","CanopyHeight_d62","CanopyHeight","Plant.Length","Growth.Habit","DTE","DTF","DTS","DTM","Leaf.Color","Leaf.Size","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","Lodging","Lowest.Pod.Height"
"5281",86,"ILL 4956 AGL","1",16,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,21,24,40.5,1,12,47,70,97,NA,3,589.6,354.3,235.3,47,3,8
"5282",29,"CN 105732 AGL","1",16,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,20,27,24,39.5,1,14,46,68,89,NA,3,682.3,391.6,290.7,49,3,10
"5283",288,"PI 432286 LSP AGL","1",16,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,19,21,29.5,2,13,47,67,92,NA,2,431.1,207,224.1,44,3,9
"5284",323,"W6 27766 LSP AGL","1",16,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,18,18,29,2,12,43,64,86,NA,1,304.4,123.8,180.6,39,5,6
"5285",255,"PI 431717 LSP AGL","1",16,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,17,16,28,2,13,46,63,87,NA,1,543.2,221.6,321.6,49,3,7
"5286",179,"PI 298921 AGL","1",16,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,24,29,33.5,1,15,47,67,96,NA,2,503.3,276.5,226.8,48,3,8
"5287",49,"IG 4258 AGL","1",16,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,13,15,16,28,1,15,43,61,82,NA,1,332.8,165.9,166.9,46,5,4
"5288",219,"PI 339296 AGL","1",16,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,20,22,33,1,14,42,62,84,NA,1,420.1,222.8,197.3,52,3,7
"5289",30,"CN 105767 AGL","1",17,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,15,17,18,32.5,1,11,42,60,87,NA,2,216.3,107.2,109.1,31,5,7
"5290",250,"PI 431679 LSP AGL","1",17,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,19,22,27,1,12,49,66,88,NA,2,568.7,275.1,293.6,50,3,6
"5291",79,"ILL 4665 AGL","1",17,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,26,20,34,2,11,46,69,89,NA,3,380,216.7,163.3,41,3,10
"5292",243,"PI 431622 LSP AGL","1",17,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,16,21,27,1,12,47,68,90,NA,2,440,183.4,256.6,50,1,7
"5293",115,"ILL 8072 AGL","1",17,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,18,22,26,1,12,43,69,95,NA,2,543.9,322.6,221.3,50,1,5
"5294",28,"CN 105715 AGL","1",17,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,20,20,20,25.5,3,13,43,61,80,NA,2,348.5,158.6,189.9,47,1,4
"5295",324,"W6 27767 LSP AGL","1",17,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,14,15,17,28.5,2,13,44,63,84,NA,1,315.6,159,156.6,49,5,6
"5296",128,"Laird AGL","1",17,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,22,29,34,48.5,1,12,51,76,106,NA,3,899.2,514.8,384.4,41,1,12
"5297",238,"PI 426778 LSP AGL","1",17,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,14,19,25,29.5,1,15,47,64,89,NA,2,479.8,256.7,223.1,29,3,5
"5298",178,"PI 298645 AGL","1",17,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,24,25,34,2,13,47,69,92,NA,2,540.5,275.4,265.1,49,1,10
"5299",45,"Gudo AGL","1",17,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,22,17,27,2,12,43,63,86,NA,1,406.9,192.7,214.2,51,3,4
"5300",100,"ILL 624 AGL","1",17,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,21,23,38,1,12,46,65,89,NA,3,529.5,277.1,252.4,41,3,9
"5301",112,"ILL 8007 AGL","1",17,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,15,13,19,1,15,41,60,76,NA,1,212.4,97.2,115.2,40,3,3
"5302",318,"PI 643452 AGL","1",17,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,18,13,26,1,15,43,61,83,NA,1,331.7,158.3,173.4,42,3,7
"5303",203,"PI 320936 LSP AGL","1",17,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,19,28,32.5,2,13,47,67,87,NA,3,512.7,311.2,201.5,47,3,6
"5304",3,"3156-11 AGL","1",17,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,14,27,37,41.5,1,13,57,77,100,NA,3,684.3,388.1,296.2,32,1,15
"5305",167,"PI 297754 LSP AGL","1",17,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,20,21,34,2,13,47,67,91,NA,2,482.9,242.1,240.8,44,5,9
"5306",20,"CDC Rouleau AGL","1",17,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,17,26,30,36,1,12,50,72,94,NA,3,486.2,254,232.2,47,1,11
"5307",19,"CDC Rosetown AGL","1",18,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,13,18,28,39,1,12,54,73,94,NA,2,862.5,449.3,413.2,43,1,13
"5308",170,"PI 297783 AGL","1",18,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,14,17,16,27,2,12,42,58,76,NA,1,223.5,121.4,102.1,48,3,4
"5309",211,"PI 320954 LSP AGL","1",18,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,18,21,24,37,2,12,49,70,90,NA,2,484.7,248.3,236.4,48,3,12
"5310",36,"CN 105864 AGL","1",18,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,19,19,24,32,2,13,49,70,96,NA,2,492.2,255,237.2,52,3,10
"5311",109,"ILL 7946 AGL","1",18,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,16,17,36.5,2,12,43,63,83,NA,1,383,183.8,199.2,55,3,6
"5312",10,"CDC KR-1 AGL","1",18,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,29,34,39.5,1,11,50,72,95,NA,2,893,461.6,431.4,58,1,11
"5313",110,"ILL 7978 AGL","1",18,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,23,17,27.5,2,12,43,59,82,NA,1,247.5,150.4,97.1,58,3,5
"5314",159,"PI 280686 AGL","1",18,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,14,18,22,31,2,12,42,66,87,NA,2,361.2,207.2,154,53,3,7
"5315",166,"PI 297287 AGL","1",18,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,16,15,21,20,34,1,13,46,67,96,NA,3,490.3,299.4,190.9,49,3,10
"5316",153,"PI 238758 LSP AGL","1",18,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,28,27,35,1,12,46,73,98,NA,3,863.6,493.8,369.8,54,3,14
"5317",309,"PI 490288 LSP AGL","1",18,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,23,23,34,1,12,47,69,89,NA,2,491.1,222.6,268.5,45,3,10
"5318",217,"PI 339289 LSP AGL","1",18,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,16,19,20,29,2,11,42,65,85,NA,2,703.5,394.5,309,64,3,7
"5319",247,"PI 431643 LSP AGL","1",18,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,18,27,28,35,1,12,43,63,88,NA,2,619.9,340.8,279.1,59,3,5
"5320",230,"PI 374121 AGL","1",18,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,25,20,31.5,2,11,46,67,86,NA,2,443.6,273.2,170.4,53,3,10
"5321",289,"PI 451763 LSP AGL","1",18,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,18,20,20,40,2,11,42,68,91,NA,3,584.3,317.8,266.5,57,3,7
"5322",240,"PI 426797 LSP AGL","1",18,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,17,16,27,1,13,43,63,87,NA,1,455.1,228,227.1,48,3,4
"5323",133,"PI 177430 LSP AGL","1",18,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,19,26,35,1,14,47,69,93,NA,2,489.6,278,211.6,51,1,9
"5324",253,"PI 431710 LSP AGL","1",18,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,18,15,23.5,1,13,46,64,88,NA,2,464.5,195.8,268.7,55,3,5
"5325",239,"PI 426784 LSP AGL","2",1,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,11,NA,12,23,1,16,43,61,79,NA,1,262,145.1,116.9,35,5,3
"5326",57,"ILL 11555 AGL","2",1,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,19,34.5,1,13,43,61,84,NA,2,369.3,191.9,177.4,48,3,3
"5327",128,"Laird AGL","2",1,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,33,41.5,3,11,53,76,103,NA,3,883.8,544,339.8,46,1,10
"5328",304,"PI 472588 LSP AGL","2",1,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,16,23,2,12,NA,65,87,NA,2,415.3,232.7,182.6,46,3,3
"5329",56,"ILL 11553 AGL","2",1,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,14,24,2,12,43,60,78,NA,1,335.9,184.4,151.5,49,5,3
"5330",55,"ILL 11548 AGL","2",1,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,17,30,2,12,42,63,78,NA,2,371.5,213.5,158,50,3,4
"5331",220,"PI 343026 LSP AGL","2",1,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,22,34.5,1,12,43,62,83,NA,2,444,230.2,213.8,53,3,7
"5332",123,"ILL 9977 AGL","2",1,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,16,27,1,13,41,59,81,NA,2,272.7,147.1,125.6,43,5,3
"5333",193,"PI 299345 AGL","2",1,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,30,43.5,1,11,43,72,96,NA,3,634.6,360.3,274.3,45,3,7
"5334",91,"ILL 5639 AGL","2",1,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,23,31.5,2,13,43,65,88,NA,2,334.7,142,192.7,NA,3,6
"5335",317,"PI 643451 AGL","2",1,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,20,27.5,1,14,43,62,84,NA,1,353.1,166.2,186.9,40,5,5
"5336",252,"PI 431705 LSP AGL","2",1,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,19,21,1,12,43,62,88,NA,2,507.3,210.6,296.7,53,5,5
"5337",207,"PI 320945 LSP AGL","2",1,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,18,25,2,13,47,64,91,NA,2,407.9,197.9,210,51,3,5
"5338",88,"ILL 5151 AGL","2",1,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,16,24,2,12,43,62,85,NA,1,329.2,170.3,158.9,43,3,4
"5339",244,"PI 431630 LSP AGL","2",1,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,24,37,3,12,44,64,87,NA,3,543.2,239.1,304.1,49,1,5
"5340",168,"PI 297767 AGL","2",1,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,22,34.5,3,11,47,68,91,NA,3,450.9,257.7,193.2,48,3,7
"5341",243,"PI 431622 LSP AGL","2",1,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,21,26.5,2,12,47,64,86,NA,2,413.2,177.1,236.1,40,5,4
"5342",13,"CDC QG-1 AGL","2",1,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,34,42,2,12,50,75,100,NA,3,811.9,509.7,302.2,49,1,8
"5343",134,"PI 178939 LSP AGL","2",2,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,22,39.5,3,12,47,67,96,NA,2,471.3,262.6,208.7,30,1,12
"5344",323,"W6 27766 LSP AGL","2",2,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,22,27.5,2,13,46,66,85,NA,1,331.3,155.2,176.1,40,3,3
"5345",255,"PI 431717 LSP AGL","2",2,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,15,25,2,12,45,61,86,NA,2,414,153.4,260.6,45,5,7
"5346",305,"PI 472590 LSP AGL","2",2,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,17,30,2,12,43,61,86,NA,2,376.9,180.8,196.1,53,5,3
"5347",181,"PI 298923 LSP AGL","2",2,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,22,34,2,11,43,65,85,NA,2,478.5,260.2,218.3,61,1,9
"5348",217,"PI 339289 LSP AGL","2",2,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,18,33,2,11,42,66,89,NA,2,596.4,347,249.4,65,3,7
"5349",174,"PI 298122 LSP AGL","2",2,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,24,40,1,12,47,67,87,NA,2,590.8,255.2,335.6,44,3,13
"5350",66,"PI 431893 LSP AGL","2",2,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,27,40,2,11,46,64,86,NA,2,477.1,274.4,202.7,41,3,12
"5351",251,"PI 431684 LSP AGL","2",2,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,23,33.5,2,12,43,65,86,NA,1,517.5,217.9,299.6,58,3,5
"5352",198,"PI 302398 LSP AGL","2",2,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,14,27.5,1,13,43,65,86,NA,1,277.4,138.6,138.8,43,5,2
"5353",184,"PI 299121 LSP AGL","2",2,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,18,28,1,13,43,64,87,NA,2,369.3,192.2,177.1,47,3,6
"5354",61,"ILL 1553 AGL","2",2,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,23,32.5,3,12,43,62,86,NA,3,374.9,219.2,155.7,37,3,6
"5355",258,"PI 431739 LSP AGL","2",2,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,10,NA,16,29.5,2,12,47,64,90,NA,2,368.5,162.7,205.8,42,5,7
"5356",212,"PI 329157 LSP AGL","2",2,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,23,32.5,2,11,43,69,89,NA,3,403.9,251.2,152.7,43,3,9
"5357",312,"PI 518733 LSP AGL","2",2,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,25,33.5,1,12,54,72,90,NA,2,518.8,283.1,235.7,57,3,11
"5358",150,"PI 212100 LSP AGL","2",2,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,20,32.5,3,13,47,64,85,NA,1,294.7,210.3,84.4,44,3,6
"5359",283,"PI 432201 LSP AGL","2",2,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,26,40,3,12,47,68,90,NA,2,532.3,289.4,242.9,39,3,8
"5360",235,"PI 420925 LSP AGL","2",2,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,11,24.5,2,13,49,64,88,NA,1,319.2,167.5,151.7,33,5,7
"5361",42,"Crimson AGL","2",3,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,24,35.5,2,13,47,67,85,NA,2,622.4,308.9,313.5,53,1,10
"5362",81,"ILL 4768 AGL","2",3,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,15,26,2,12,40,55,78,NA,1,355,189.5,165.5,56,5,1
"5363",262,"PI 431824 LSP AGL","2",3,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,15,41,3,12,42,64,88,NA,2,627.8,322.9,304.9,46,3,6
"5364",83,"ILL 4783 AGL","2",3,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,26,38.5,1,12,47,72,95,NA,3,679.8,375.1,304.7,52,3,13
"5365",291,"PI 468900 LSP AGL","2",3,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,14,30.5,2,13,47,70,87,NA,2,397.1,190.6,206.5,56,3,10
"5366",119,"ILL 975 AGL","2",3,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,17,28.5,2,13,44,63,82,NA,2,411.3,263.2,148.1,51,3,6
"5367",248,"PI 431662 LSP AGL","2",3,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,19,23,3,12,46,63,84,NA,1,428,191.7,236.3,56,3,9
"5368",164,"PI 290716 LSP AGL","2",3,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,21,36.5,3,12,45,64,88,NA,2,551.2,308.4,242.8,48,3,11
"5369",85,"ILL 4875 AGL","2",3,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,23,33.5,1,13,50,69,89,NA,2,571,268,303,47,3,12
"5370",16,"CDC Redwing AGL","2",3,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,26,39.5,1,13,48,68,92,NA,2,473.2,236.7,236.5,34,3,7
"5371",223,"PI 368647 LSP AGL","2",3,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,20,39.5,1,12,47,65,90,NA,2,462.5,246.3,216.2,44,3,10
"5372",241,"PI 426807 LSP AGL","2",3,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,16,30,1,13,42,62,90,NA,1,427.3,227,200.3,47,5,5
"5373",194,"PI 299351 LSP AGL","2",3,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,18,32.5,1,12,46,63,86,NA,2,741.2,586.3,154.9,28,3,5
"5374",295,"PI 472205 LSP AGL","2",3,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,16,30.5,2,13,43,61,84,NA,1,239.9,113.4,126.5,44,3,5
"5375",260,"PI 431756 LSP AGL","2",3,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,16,27.5,2,12,47,61,83,NA,2,380.4,137.2,243.2,61,3,7
"5376",152,"PI 217949 LSP AGL","2",3,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,13,25,2,14,42,58,82,NA,1,232.7,113,119.7,48,5,6
"5377",256,"PI 431728 LSP AGL","2",3,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,18,27.5,1,12,46,63,88,NA,2,444.1,178.5,265.6,58,3,4
"5378",237,"PI 426202 LSP AGL","2",3,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,19,36.5,2,13,47,63,88,NA,2,359.2,159.6,199.6,45,3,8
"5379",196,"PI 299375 LSP AGL","2",4,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,20,NA,23,35.5,2,11,44,68,92,NA,3,528.5,294.4,234.1,61,3,8
"5380",96,"ILL 6002 AGL","2",4,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,18,40.5,2,12,43,65,84,NA,3,542.1,324.9,217.2,34,3,10
"5381",231,"PI 379368 LSP AGL","2",4,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,21,30,2,11,44,67,83,NA,2,394.5,184,210.5,55,3,10
"5382",233,"PI 420818 AGL","2",4,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,24,36,1,11,46,69,90,NA,3,500.4,270.2,230.2,45,3,7
"5383",34,"CN 105862 AGL","2",4,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,25,34.5,2,11,47,68,91,NA,2,527.5,246.4,281.1,44,3,8
"5384",293,"PI 468902 LSP AGL","2",4,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,29,39.5,1,11,43,67,84,NA,2,458.5,233.9,224.6,45,3,9
"5385",188,"PI 299165 AGL","2",4,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,23,34.5,2,11,43,70,90,NA,2,485.7,249.9,235.8,47,5,14
"5386",222,"PI 358602 LSP AGL","2",4,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,26,39.5,3,11,47,67,88,NA,2,530.3,300,230.3,43,3,11
"5387",8,"CDC Imax AGL","2",4,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,20,NA,30,36.5,2,11,45,67,NA,NA,2,766.1,367.7,398.4,58,1,12
"5388",17,"CDC Robin AGL","2",4,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,30,35.5,2,11,47,68,87,NA,2,707.7,388.3,319.4,52,1,7
"5389",131,"PI 169534 LSP AGL","2",4,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,21,45,2,12,45,65,NA,NA,2,457.4,263.7,193.7,36,3,11
"5390",35,"CN 105863 AGL","2",4,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,21,36.5,2,12,44,67,90,NA,2,515.7,272.5,243.2,42,3,13
"5391",204,"PI 320937 LSP AGL","2",4,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,31,41.5,1,12,50,72,95,NA,2,650,398.1,251.9,40,1,12
"5392",73,"ILL 358 AGL","2",4,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,24,40.5,1,12,43,62,84,NA,2,582,345.2,236.8,59,3,7
"5393",27,"CN 105605 AGL","2",4,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,21,29.5,1,12,42,62,86,NA,1,591.9,278.4,313.5,65,5,2
"5394",24,"CDC Sedley AGL","2",4,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,36,40,1,12,47,73,93,NA,2,367.5,219.4,148.1,18,1,8
"5395",86,"ILL 4956 AGL","2",4,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,25,37,1,11,47,70,96,NA,3,468.1,286.4,181.7,42,3,9
"5396",124,"ILL 9997 AGL","2",4,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,15,28,1,12,42,63,84,NA,1,398.6,190,208.6,45,5,5
"5397",129,"LIRL-22-46 AGL","2",5,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,15,26,1,12,43,66,89,NA,1,396.6,207.6,189,41,5,3
"5398",302,"PI 472561 LSP AGL","2",5,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,15,30.5,1,13,42,61,85,NA,1,438.6,237,201.6,45,5,6
"5399",189,"PI 299177 LSP AGL","2",5,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,20,37,2,11,44,71,97,NA,3,643.2,365.3,277.9,45,5,9
"5400",10,"CDC KR-1 AGL","2",5,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,20,NA,35,39.5,1,11,49,73,95,NA,3,911.8,450,461.8,61,1,9
"5401",254,"PI 431714 LSP AGL","2",5,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,16,29,2,11,47,63,84,NA,1,380.3,159.6,220.7,52,3,9
"5402",92,"ILL 5722 AGL","2",5,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,17,31,2,11,42,63,89,NA,1,439,177.3,261.7,59,3,3
"5403",324,"W6 27767 LSP AGL","2",5,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,12,26,2,12,46,64,84,NA,1,260.6,103.5,157.1,50,5,7
"5404",215,"PI 339283 LSP AGL","2",5,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,17,24.5,2,13,47,65,86,NA,1,473.9,182.8,291.1,53,3,5
"5405",103,"ILL 7089 AGL","2",5,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,21,30,2,11,43,63,83,NA,2,483.7,294.8,188.9,67,3,9
"5406",296,"PI 472213 LSP AGL","2",5,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,20,NA,15,29,2,11,43,63,86,NA,2,493.5,228.5,265,43,3,8
"5407",82,"ILL 4782 AGL","2",5,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,13,24,2,11,42,55,76,NA,1,282.9,161.1,121.8,46,5,4
"5408",75,"ILL 4164 AGL","2",5,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,15,28,2,11,43,60,80,NA,1,386.2,184.5,201.7,48,5,7
"5409",48,"IG 1959 AGL","2",5,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,15,22,2,11,43,61,NA,NA,1,338.4,159.1,179.3,43,3,5
"5410",23,"CDC SB-1 AGL","2",5,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,24,NA,24,33.5,1,11,43,64,83,NA,2,571.7,241.1,330.6,58,3,5
"5411",32,"CN 105789 AGL","2",5,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,12,24,1,11,40,55,76,NA,1,273.5,158.4,115.1,44,5,3
"5412",50,"IG 4781 AGL","2",5,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,22,33,3,11,49,68,87,NA,2,373.3,207.5,165.8,57,3,9
"5413",276,"PI 432106 LSP AGL","2",5,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,22,36.5,3,11,43,71,88,NA,3,560.4,316.7,243.7,59,3,11
"5414",22,"CDC Ruby AGL","2",5,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,30,37,2,11,47,71,89,NA,3,762.5,390.1,372.4,61,1,6
"5415",47,"IG 1706 AGL","2",6,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,25,35.5,2,12,43,63,88,NA,2,694.9,373.1,321.8,57,3,5
"5416",187,"PI 299164 LSP AGL","2",6,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,20,29,2,12,45,67,89,NA,2,517.2,271.2,246,55,3,11
"5417",298,"PI 472380 LSP AGL","2",6,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,16,32.5,1,13,43,63,86,NA,1,427.2,241.7,185.5,40,5,3
"5418",315,"PI 533693 LSP AGL","2",6,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,22,NA,24,35,1,12,47,67,87,NA,2,565.6,250.8,314.8,43,3,13
