"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","CanopyHeight_d37","CanopyHeight_d50","CanopyHeight_d62","CanopyHeight","Plant.Length","Growth.Habit","DTE","DTF","DTS","DTM","Leaf.Color","Leaf.Size","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","Lodging","Lowest.Pod.Height"
"5922",6,"CDC Glamis AGL","3",16,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,31,45,1,13,51,72,102,-1,3,851.2,475.7,375.5,51,1,13
"5923",44,"Eston AGL","3",16,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,27,34.5,2,12,46,65,96,-1,2,625,329.7,295.3,39,1,9
"5924",24,"CDC Sedley AGL","3",16,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,32,43,1,13,47,70,98,-1,3,868.1,495.3,372.8,47,1,14
"5925",39,"CN 106265 AGL","3",16,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,31,35.5,1,14,47,68,95,-1,3,886,471.8,414.2,57,1,8
"5926",130,"PI 163589 AGL","3",16,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,18,32.5,2,14,49,68,89,0,2,534.9,273.3,261.6,49,3,8
"5927",168,"PI 297767 AGL","3",16,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,24,32,2,14,47,72,91,-1,3,739.7,401,338.7,35,3,10
"5928",241,"PI 426807 LSP AGL","3",16,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,17,28,2,15,43,63,89,-1,1,652.9,347.2,305.7,50,3,4
"5929",305,"PI 472590 LSP AGL","3",16,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,22,33,2,13,44,64,94,-1,2,565.6,291.8,273.8,36,3,7
"5930",190,"PI 299237 LSP AGL","3",16,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,23,28,2,13,47,68,93,0,2,597.1,314.1,283,36,3,7
"5931",266,"PI 431888 LSP AGL","3",16,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,22,39,2,14,43,67,89,-1,2,645.2,336.9,308.3,35,3,12
"5932",23,"CDC SB-1 AGL","3",16,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,32,41,1,14,43,66,90,-1,2,766.2,357.2,409,43,3,8
"5933",87,"ILL 5058 AGL","3",16,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,21,40.5,2,13,50,72,103,-1,3,710.3,419.2,291.1,38,3,11
"5934",249,"PI 431663 LSP AGL","3",16,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,21,28,1,13,47,67,87,-1,2,592.6,273.1,319.5,45,3,8
"5935",174,"PI 298122 LSP AGL","3",16,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,20,NA,28,34.5,1,12,47,67,90,-1,2,819.1,409.8,409.3,46,3,10
"5936",20,"CDC Rouleau AGL","3",16,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,21,NA,32,39.5,1,12,47,71,90,-1,3,1088.1,554.7,533.4,61,1,13
"5937",30,"CN 105767 AGL","3",17,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,21,34,2,12,42,61,88,-1,2,336.4,160.7,175.7,38,3,5
"5938",318,"PI 643452 AGL","3",17,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,16,35,2,13,43,64,84,1,1,516.1,289.7,226.4,52,5,3
"5939",248,"PI 431662 LSP AGL","3",17,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,17,26.5,2,12,47,65,86,0,2,462.5,194.1,268.4,49,3,8
"5940",134,"PI 178939 LSP AGL","3",17,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,26,45,2,12,46,67,105,-1,3,710.6,422.8,287.8,31,1,10
"5941",156,"PI 250158 LSP AGL","3",17,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,10,NA,14,26.5,3,15,43,62,83,0,2,276.8,147.7,129.1,38,5,3
"5942",192,"PI 299312 AGL","3",17,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,25,32,1,12,49,76,97,-1,3,626.7,374.6,252.1,31,3,9
"5943",60,"ILL 1220 AGL","3",17,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,26,35.5,2,12,43,71,NA,-1,3,973.6,725,248.6,48,3,9
"5944",243,"PI 431622 LSP AGL","3",17,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,20,27.5,2,12,46,64,86,0,2,682.7,311.7,371,45,3,7
"5945",45,"Gudo AGL","3",17,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,14,30,2,12,42,61,86,0,2,502.7,278.9,223.8,42,3,3
"5946",21,"CDC Royale AGL","3",17,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,30,36,1,13,47,72,97,-1,3,792.8,443.2,349.6,54,1,8
"5947",154,"PI 244046 AGL","3",17,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,18,24.5,2,13,40,56,76,-1,2,304.6,170.9,133.7,36,3,3
"5948",306,"PI 472615 LSP AGL","3",17,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,11,29,2,13,42,59,83,0,2,429.1,208.3,220.8,56,5,3
"5949",211,"PI 320954 LSP AGL","3",17,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,22,35.5,1,12,47,69,88,-1,2,526.7,259.4,267.3,56,5,11
"5950",183,"PI 299120 LSP AGL","3",17,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,18,32.5,2,12,43,61,90,-1,2,382.4,195,187.4,NA,3,7
"5951",62,"ILL 1762 AGL","3",17,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,12,NA,20,29.5,1,14,47,67,86,-1,2,622.3,252.4,369.9,39,5,7
"5952",84,"ILL 4804 AGL","3",17,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,15,28.5,2,13,43,61,84,-1,2,378.4,178.5,199.9,39,5,7
"5953",222,"PI 358602 LSP AGL","3",17,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,23,45.5,1,14,48,70,NA,-1,3,679.3,413.6,265.7,50,3,11
"5954",323,"W6 27766 LSP AGL","3",17,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,16,25.5,2,12,42,63,84,0,2,323.1,151.6,171.5,55,3,9
"5955",167,"PI 297754 LSP AGL","3",18,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,20,34.5,2,13,46,63,97,-1,2,530.7,283.6,247.1,46,3,9
"5956",166,"PI 297287 AGL","3",18,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,17,37,2,12,44,65,98,-1,2,462,304,158,33,3,12
"5957",95,"ILL 5945 AGL","3",18,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,11,26,2,12,42,55,79,0,1,240,146.9,93.1,45,3,7
"5958",285,"PI 432236 LSP AGL","3",18,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,13,NA,13,28.5,2,15,47,60,86,0,1,429.9,189.1,240.8,52,3,7
"5959",202,"PI 320935 LSP AGL","3",18,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,18,33,1,13,42,65,91,-1,2,531.5,319.9,211.6,34,3,7
"5960",320,"W6 27754 LSP AGL","3",18,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,25,33,1,14,54,72,100,-1,2,716.3,356.7,359.6,33,3,8
"5961",251,"PI 431684 LSP AGL","3",18,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,17,35,2,13,44,64,89,-1,2,562.2,274.8,287.4,52,3,10
"5962",253,"PI 431710 LSP AGL","3",18,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,15,24.5,2,15,47,65,88,0,2,507.4,252.3,255.1,46,5,8
"5963",72,"ILL 3347 AGL","3",18,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,11,24.5,2,15,43,61,80,0,1,379.6,193.2,186.4,45,5,6
"5964",221,"PI 345627 LSP AGL","3",18,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,15,NA,25,43,1,12,50,74,103,-1,3,1065.1,626.9,438.2,41,1,10
"5965",37,"CN 105865 AGL","3",18,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,21,36.5,2,15,50,71,98,-1,3,544.7,284.4,260.3,30,3,8
"5966",199,"PI 308614 LSP AGL","3",18,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,15,29,2,16,47,64,88,-1,1,446.7,204.1,242.6,49,3,8
"5967",220,"PI 343026 LSP AGL","3",18,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,18,NA,23,39,2,12,43,64,90,-1,2,615.2,350.2,265,32,3,10
"5968",31,"CN 105777 AGL","3",18,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,16,NA,18,36.5,2,13,42,62,86,-1,2,558.4,372.2,186.2,40,3,7
"5969",255,"PI 431717 LSP AGL","3",18,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,18,31.5,2,13,43,63,88,-1,2,588.2,240.9,347.3,52,3,7
"5970",315,"PI 533693 LSP AGL","3",18,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,14,NA,19,37,2,14,50,68,93,-1,2,562.3,288.3,274,39,3,14
"5971",103,"ILL 7089 AGL","3",18,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,17,NA,21,29,2,13,43,67,86,-1,2,482.7,230.4,252.3,47,1,4
"5972",122,"ILL 9945 AGL","3",18,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,NA,19,NA,20,27,2,13,42,60,81,-1,1,324.2,173.2,151,41,3,5
