"Name","Su17_gc.a.auc.e","Su17_gc.a.auc.l","Su17_gc.a.b","Su17_gc.a.g.b","Su17_gc.a.g.r","Su17_gc.a.k","Su17_gc.a.r","Su17_gc.a.x.d","Su17_gc.a.x.gen","Su17_gc.a.x.max","Su17_gc.a.x.mid","Su17_gc.a.x.min","Su17_gc.h.auc.e","Su17_gc.h.auc.l","Su17_gc.h.b","Su17_gc.h.g.b","Su17_gc.h.g.r","Su17_gc.h.k","Su17_gc.h.r","Su17_gc.h.x.d","Su17_gc.h.x.gen","Su17_gc.h.x.max","Su17_gc.h.x.mid","Su17_gc.h.x.min","Su17_gc.v.auc.e","Su17_gc.v.auc.l","Su17_gc.v.b","Su17_gc.v.g.b","Su17_gc.v.g.r","Su17_gc.v.k","Su17_gc.v.r","Su17_gc.v.x.d","Su17_gc.v.x.gen","Su17_gc.v.x.max","Su17_gc.v.x.mid","Su17_gc.v.x.min"
"CN_105604_AGL",53.3933638134299,51.2970176317172,-7.84846706858721,-1.57926795310618,0.0374884869085459,1.03992107631842,0.147569141085241,20.6375467836678,4.7395863103241,77,56.3624532163322,36.6666666666667,10.0600121538341,9.90097115943313,-5.10442013397718,-0.131708238841755,0.00476706000458618,0.166114293505091,0.115055338803892,26.9473598188121,6.21209817387734,72.3333333333333,45.3859735145213,19.6666666666667,8.02186795444762,7.81597671392872,-15.1257407097172,-0.515344340174577,0.0102494301468113,0.166926525955105,0.256928911842115,12.0852564522465,2.72962961089322,71,58.9147435477535,48
"CN_105605_AGL",63.776908381369,61.8168351570949,-7.07625613724645,-1.55489135986469,0.0400395456699708,1.18436226129699,0.141294160274376,22.3231095023139,5.14559472187662,75.6666666666667,53.3435571643527,32,12.7548699739576,12.5943128693742,-5.56483417581829,-0.192393341012418,0.00667215967876844,0.212200769279716,0.126452023691372,25.5454205608682,5.9140490051313,71.3333333333333,45.7879127724652,21.3333333333333,12.0424213792107,11.8733124864065,-12.1256149934778,-0.581697869143794,0.0126328520080031,0.239390306168983,0.217369274500548,14.1404437254067,3.20006796033874,70.3333333333333,56.1928896079266,43
"CN_105715_AGL",57.7877421664199,55.7063535328123,-5.86668387994079,-1.10292703613364,0.0317755300001364,1.02754256426688,0.124529923630647,24.2025231729473,5.57459082816808,75.3333333333333,51.1308101603861,28,13.3516183032095,13.4463527841677,-4.64652014370076,-0.146473430182664,0.00605753665949032,0.2155529169712,0.113287481788163,27.4674037995207,6.34590503935164,70,42.5325962004793,16,10.9483768146692,10.7539252975964,-10.131704132052,-0.4216007028746,0.00960542842028092,0.214004920276957,0.184459053424051,16.7679062615463,3.77972450787722,72,55.2320937384537,39.3333333333333
"CN_105732_AGL",65.8556068560531,63.4978209366802,-7.87550687318752,-1.98609265184333,0.0471980769478347,1.28088967919673,0.152435602264056,20.0212421840341,4.63933927460332,75.6666666666667,55.6454244826326,36.3333333333333,14.0346784051259,14.1824042243723,-4.62787231752217,-0.175163527576984,0.00618959722308386,0.25405902325184,0.097255431002927,32.1245134436249,7.33498191183122,81.3333333333333,49.2088198897084,18.3333333333333,14.2074448182037,14.0093199302152,-13.0655663633474,-0.83269470029271,0.0166122622687898,0.306922073220426,0.221286868629375,13.6097124013932,3.13285742321339,73.3333333333333,59.7236209319401,47
"CN_105767_AGL",47.0397965566214,45.3721849388495,-6.99915422126466,-1.10859237449297,0.028863810628419,0.877271511546159,0.137426776272177,22.2870708860173,5.16626307845807,76,53.7129291139827,32.3333333333333,11.1190790012479,10.9909733859407,-5.61064450775751,-0.159098715040179,0.00584127586146929,0.175137930157149,0.135367827062786,22.2451762923562,5.17475276271356,64.3333333333333,42.0881570409771,20.6666666666667,7.58012834058621,7.43783174113467,-12.0357811491893,-0.351934025508994,0.00756742152751683,0.153885952608421,0.211742105623066,15.2434500049044,3.40658514832201,72.3333333333333,57.0898833284289,43.3333333333333
"CN_105777_AGL",45.1667743957653,43.3421824751337,-6.96149642769416,-1.19514154471689,0.0288828423762709,0.903017904174932,0.128809056742774,23.4462538855925,5.38120644365899,81,57.5537461144075,35,12.0773115360737,11.9591911103311,-5.05310221561347,-0.157107147610046,0.00570363702054746,0.20150107675721,0.114044122627416,27.4053401929359,6.25248158558253,73,45.5946598070641,20,7.82361074430179,7.66262377553737,-15.0187953179181,-0.501163118476287,0.00976182409731235,0.168279991168029,0.249114353248871,12.4045493912493,2.88538875325371,72.5,60.0954506087508,48
"CN_105789_AGL",50.6055606164789,48.9125636662246,-5.56279953649659,-0.929485394250312,0.0265813578158248,0.931966873673862,0.114907456042884,26.1808841817176,6.03697830085056,78.6666666666667,52.4857824849491,27.6666666666667,9.24672736406325,9.12241777437544,-6.09301049968283,-0.140540244107211,0.00543960046086513,0.137115132565021,0.15997188781243,19.1357681593921,4.358705849667,57.6666666666667,38.5308985072745,20.6666666666667,6.30419485119918,6.16431721383881,-9.72953214331111,-0.229293793867359,0.00531282792734593,0.122639638903518,0.179028922673358,17.2753918500787,3.96180490905296,72,54.7246081499213,38.3333333333333
"CN_105791_AGL",21.2829353004758,20.5636549694945,-7.19374468582297,-0.714849925181678,0.0154171742418264,0.451626898936815,0.126244029521447,24.919021358005,5.83404113435238,82,57.080978641995,32.6666666666667,9.33360672647754,9.26408320777762,-4.67991201335215,-0.102107679573461,0.00411911646878511,0.153675428833408,0.110208171147071,29.9671269421238,6.94719330043543,74.3333333333333,44.3662063912095,15.3333333333333,2.66274467745842,2.52119471007559,-19.6159843467319,-0.254032643931816,0.00458741011072386,0.0580785582964529,0.325356690454157,9.45869762624113,2.13520110377966,69.6666666666667,60.2079690404255,51.6666666666667
"CN_105862_AGL",53.4723767583008,51.286057637075,-8.75867967694234,-1.64530538862336,0.0391048023077524,0.990838663677099,0.166270418383556,19.3208998932598,4.52035210429834,73.3333333333333,54.0124334400736,35.3333333333333,13.1810657731692,13.1963201865752,-4.88980059767348,-0.178474179797482,0.00611320012226895,0.235946441891467,0.103583583770782,30.0113472847525,6.9742726739589,79,48.9886527152475,19.6666666666667,11.2002515067247,10.87747853249,-13.8848309999152,-0.633703709405961,0.0128757002930125,0.230772869064251,0.23733556102914,13.0261494503313,2.95539054022414,71.6666666666667,58.6405172163354,46.6666666666667
"CN_105863_AGL",73.2587655793942,71.1440540609646,-5.18422557738854,-1.23169548415693,0.0374285592936857,1.2998180197601,0.116052381570644,25.7468493775118,5.98780469396192,76,50.2531506224882,25.3333333333333,13.3690242340167,13.4180706451221,-5.09265364302829,-0.17055369655515,0.00649577251641533,0.216690531538453,0.121340683136289,25.0341800362325,5.77203920545483,68,42.9658199637675,18.6666666666667,13.9718388561985,13.7175671333722,-10.0446743149209,-0.535086671791392,0.0123180330145668,0.272169823575969,0.187408227341128,16.5441695864513,3.76272423355555,71,54.4558304135487,39
"CN_105864_AGL",82.6448648464048,80.2608339259883,-6.24810255514405,-1.95087222449007,0.0508252464842841,1.56661978216844,0.130681417869876,22.8863791709704,5.31591969766597,76.6666666666667,53.7802874956962,31.6666666666667,13.9449297120174,13.9607167554797,-4.96013843794385,-0.182540836897904,0.00649883538865274,0.238804296768349,0.109196776105523,27.4459012926302,6.3702924809025,74,46.5540987073698,20.3333333333333,17.4275108664854,17.1644411143937,-11.2615540601091,-0.835466809368492,0.0175919901174816,0.363574410637356,0.197474307651252,15.7616679048811,3.51310679517866,73.6666666666667,57.9049987617856,43.3333333333333
"CN_105865_AGL",73.6468876190104,71.1829917408848,-5.29734293606586,-1.2636540029535,0.0384638999928032,1.28006828779494,0.120263106143482,25.0877162451752,5.79120767252911,74.3333333333333,49.2456170881581,25.3333333333333,14.920773922801,14.9296586596911,-4.70195646690892,-0.180361209363206,0.00659662540072942,0.258466704929905,0.103416973644386,29.3594762075674,6.76387809981431,76.3333333333333,46.9738571257659,18.6666666666667,15.7257171900581,15.4242789443016,-9.913959118658,-0.626556657717547,0.0140243004531083,0.313524264376908,0.180781174469368,17.0170233687573,3.83807341224441,72.6666666666667,55.6496432979093,40
"CN_105866_AGL",86.293577727408,83.701716124398,-5.57074645232888,-1.67294943390861,0.0479156720963242,1.55893267733239,0.123900441268609,24.6166968877684,5.62275539605043,76,51.3833031122316,28,15.0315540206432,15.1729568943958,-4.67049596592857,-0.179457788876065,0.00667842399062631,0.259250964812909,0.103781181020437,28.9439477809604,6.71815448953671,75.3333333333333,46.389385552373,18.3333333333333,19.1311293262524,18.7928800908239,-10.0855489592222,-0.785311413145153,0.017398561838409,0.386331040190348,0.182383399282488,16.5145540445618,3.81774857314522,73,56.4854459554382,41
"CN_105895_AGL",59.1481695872252,57.0724168396019,-7.04628824084382,-1.46249974307665,0.0380559541676518,1.08928676439029,0.142180676353778,21.4442626696356,4.88802915286383,74.6666666666667,53.2224039970311,33,11.8983982664347,11.741095774925,-4.94487447590295,-0.153091538207143,0.00552825387967469,0.200822864271889,0.109870750999147,28.7302940782431,6.66335589495022,75.3333333333333,46.6030392550902,18.6666666666667,10.4340195642559,10.2528708080476,-13.6011487379726,-0.568838327641452,0.0118843290919163,0.211442350172025,0.237453408129174,12.9652984860031,2.95593113210276,70.3333333333333,57.3680348473303,45.3333333333333
"CN_106265_AGL",85.8083716288797,82.9549909116065,-7.16247415346081,-2.29409856209407,0.0581449506925162,1.59476964182229,0.14881839680313,20.7248302203025,4.71150112358581,74,53.2751697796975,34,18.4578567086657,18.3640914257313,-5.42456459311674,-0.32264133551248,0.00934707545560505,0.358581892549345,0.104069114327968,29.3691742216919,6.72013976449412,83.3333333333333,53.9641591116414,25.6666666666667,25.3050060263427,24.8178116713646,-12.9479532768974,-1.46444674059212,0.0292086045857491,0.544732731878287,0.220615047119256,13.7796244477644,3.15516933055178,73.6666666666667,59.8870422189023,47
"CN_108369_AGL",86.5134679118384,83.5672991574088,-5.77744903852596,-1.85078229516168,0.0498616065713572,1.61470837553308,0.12416402493034,24.3621675612866,5.59285760462451,77.3333333333333,52.9711657720468,29.6666666666667,14.9466687342525,15.0155084038873,-5.44269104683968,-0.244476734055599,0.00751664502125751,0.279668118844377,0.109391571785363,28.130019645603,6.4710332614494,79.3333333333333,51.2033136877304,24,20.0284956371448,19.7277591785008,-11.6311445101884,-1.02357808984862,0.0209195045620828,0.434136538536717,0.201301027129132,15.2468299627395,3.50570701352999,74.3333333333333,59.0865033705939,44.6666666666667
"CN_108370_AGL",73.2701385197999,70.7801089582524,-8.61637443523675,-2.61984563927434,0.0580619503837734,1.48759757708866,0.160806830577153,18.9778423964827,4.40433163827598,76.6666666666667,57.688824270184,39.3333333333333,14.6005639432371,14.4393491572425,-5.17099304224682,-0.231481078348872,0.00699326851086372,0.281807881372565,0.100031357148975,30.000306357719,7.01448007266701,83.6666666666667,53.6663603089477,24.3333333333333,17.6416605574715,17.3430734927432,-13.6828161446979,-1.14741326022659,0.0217493247469223,0.406880666220744,0.223260987313074,14.1146114033739,3.17612823638202,76.6666666666667,62.5520552632928,49.6666666666667
